1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
德基西納夫人在阿根廷劇院宣佈有意競選總統，這裡也是她在 2005 年投入參議院選戰、欲成為布宜諾斯艾利斯省代表團一員時的起點。	德基西立夫人在阿根廷劇院宣布有意競選總統,這類也是他在2005年投入參議院選戰,欲成為布爾洛斯艾里斯散代表團一員時的起點。	德 基 西 納 夫 人 在 阿 根 廷 劇 院 宣 佈 有 意 競 選 總 統 這 裡 也 是 她 在 2005 年 投 入 參 議 院 選 戰 、欲 成 為 布 宜 諾 斯 艾 利 斯 省 代 表 團 一 員 時 的 起 點	Mrs. De Quisilio announced her intention to run for president in the Argentine theater, which was the beginning of her campaign for the Senate in 2005 to become a member of the delegation of the Buenos Aires People's Congress.
牠長長的下顎上佈滿了 70 多顆如剃刀般鋒利的牙齒，加上上顎的另一套牙齒，這表示擋在牠眼前的任何生物都無法逃脫。	他長長的下惡,上人布滿了七十多火魚,剃刀,搬蜂蜜的牙齒,加上上惡的另一套牙齒,則表示擋了他眼前的任何生物都無法逃脫。	牠 長 長 的 下 顎 上 佈 滿 了 70 多 顆 如 剃 刀 般 鋒 利 的 牙 齒 加 上 上 顎 的 另 一 套 牙 齒 這 表 示 擋 在 牠 眼 前 的 任 何 生 物 都 無 法 逃 脫	His long, long, low, and heavy, and full of more than seventy fish, and his razors, and his honey-moving teeth, and his other evil teeth, showed that no creature that stood before him could escape.
美軍工兵部隊預估 6 英吋的雨量便會沖毀先前受損的堤壩。	美軍公佈工兵部隊預估6英呎的輿量便會衝壞先前受損的提拔。	美 軍 工 兵 部 隊 預 估 6 英 吋 的 雨 量 便 會 沖 毀 先 前 受 損 的 堤 壩	The U.S. Army announced that the construction force estimated that a 6-foot-high damaging elevation would be damaged.
警官錢德拉·謝哈爾·索蘭基說被告蒙面出庭。	警官前德拉、謝哈爾、索蘭基說被告蒙面出庭	警 官 錢 德 拉 ·謝 哈 爾 ·索 蘭 基 說 被 告 蒙 面 出 庭	Former police officers Dera, Sehar, and Solanki said the accused were in disguise.
我們用植物蓋房子、做衣服，我們所吃的大部份食物也是植物；如果沒有植物的話，動物將無法生存。	我們用植物該防止做衣物,衣服,我們所吃的大部分食物也是植物,如果沒有植物的話,動物將無法生存。	我 們 用 植 物 蓋 房 子 、做 衣 服 我 們 所 吃 的 大 部 份 食 物 也 是 植 物 ；如 果 沒 有 植 物 的 話 動 物 將 無 法 生 存	We should avoid using plants to make clothes, clothes, and most of the food we eat is also plant, and animals cannot survive without plants.
車輛本身已在當天格林威治標準時間約 12:00 時自事故現場移除。	車輛本身已在當天隔臨威治,標準時間約12時自顧現場移除。	車 輛 本 身 已 在 當 天 格 林 威 治 標 準 時 間 約 12:00 時 自 事 故 現 場 移 除	The vehicle itself was removed from the scene around 12 a.m. local time.
一整夜印出了 150 到 200 份，現稱「當列普單面印刷版」。	一整夜印出了150-200份延青當年普搭麵營插版	一 整 夜 印 出 了 150 到 200 份 現 稱 「當 列 普 單 面 印 刷 版 」	We printed 150-200 yellow-colored, all-nighter, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat, whole-wheat-wheat-wheat-it-it-it-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th-th
兩名攝影師後來與一名需要如廁的老婦人交換。最後曼多薩被擊斃。	兩名攝影師後來與一名需要如此的老婦人交換最後萬多殺被擊敗	兩 名 攝 影 師 後 來 與 一 名 需 要 如 廁 的 老 婦 人 交 換 最 後 曼 多 薩 被 擊 斃	Two photographers were later exchanged for a woman who needed so much, and the last of the thousands of murders were defeated.
結果，兩種魚類已經滅絕，而包括隆背骨尾魚在內的其他兩種則瀕臨滅絕。	結果,兩種魚類已經滅絕而包括龍貝骨鯉魚在內的其他兩種執貧林滅絕	結 果 兩 種 魚 類 已 經 滅 絕 而 包 括 隆 背 骨 尾 魚 在 內 的 其 他 兩 種 則 瀕 臨 滅 絕	As a result, two fish species have gone extinct, and two other species of forested shark, including the dragonshell shark, have gone extinct.
惡劣天氣是所有危險天氣現象的總稱，有可能會造成破壞、嚴重的社會混亂或人命損失。	惡劣天氣是所有危險天氣現象的重清,有可能會造成破壞,嚴重的社會混亂或人美的損失。	惡 劣 天 氣 是 所 有 危 險 天 氣 現 象 的 總 稱 有 可 能 會 造 成 破 壞 、嚴 重 的 社 會 混 亂 或 人 命 損 失	Bad weather is a re-imagining of all the dangerous weather phenomena that could cause damage, serious social unrest or loss of human beauty.
宇宙中的所有事物皆由物質構成，而所有物質皆由稱為原子的微小粒子構成。	宇宙中的所有事物皆由物質構成而所物質皆由稱為原子的微小粒子構成	宇 宙 中 的 所 有 事 物 皆 由 物 質 構 成 而 所 有 物 質 皆 由 稱 為 原 子 的 微 小 粒 子 構 成	Everything in the universe is made up of matter, and that matter is made up of tiny particles called atoms.
當組織內各個功能式部門均有效利用所有可運用的資源時，便可發揮創造力和獨創力。	當組織內各個功能式部門軍有效利用所有可運用的資源時,便可發揮創造力和獨創力。	當 組 織 內 各 個 功 能 式 部 門 均 有 效 利 用 所 有 可 運 用 的 資 源 時 便 可 發 揮 創 造 力 和 獨 創 力	When all functional departments within an organization use all the resources available to them, they can be creative and unique.
802.11n 標準可在 2.4Ghz 和 5.0Ghz 頻率上運作。	802.11N標準可在2.4GHz和5.0GHz頻率上運作	802.11n 標 準 可 在 2.4ghz 和 5.0ghz 頻 率 上 運 作	The 802.11N standard is available on 2.4 GHz and 5.0 GHz frequencies.
德爾波特羅在第二盤前期佔上風，但在比分達到 6-6 時仍需要搶七決勝負 。	德爾波特羅在第二盤前期佔上風彈再被分達到6比6時仍需要搶出決勝負	德 爾 波 特 羅 在 第 二 盤 前 期 佔 上 風 但 在 比 分 達 到 6-6 時 仍 需 要 搶 七 決 勝 負	Del Potro still had to take the lead in the second half and score 6-6 to win the final.
甘藍汁會根據化學物質的酸鹼度變色。	金藍色會根據化合物質的選擇變色	甘 藍 汁 會 根 據 化 學 物 質 的 酸 鹼 度 變 色	Gold blue changes color depending on the compound's choice.
未發出任何海嘯警報；且根據雅加達地球物理局的說法，因震規未達 6.5 級門檻，所以不會發布海嘯警報。	未發出任何海嘯警報,扯根據阿加達地球物理局的說法,因證規未達6.5級門檻,所以不會發布海嘯警報。	未 發 出 任 何 海 嘯 警 報 ；且 根 據 雅 加 達 地 球 物 理 局 的 說 法 因 震 規 未 達 6.5 級 門 檻 所 以 不 會 發 布 海 嘯 警 報	No tsunami warning was issued, and according to the Agada Geophysical Bureau, no tsunami warning will be issued as the evidence has not reached the 6.5 threshold.
因此，會加上這段話很有可能只是為了做標示。	因此回家上這段話很有可能指示為了做標示	因 此 會 加 上 這 段 話 很 有 可 能 只 是 為 了 做 標 示	So it's very likely that this passage is going to be a sign back home.
巴士全天從區間巴士站（河的對岸）出發，但大多數的巴士會在 06:30 和 07:30 之間離站，尤其是那些前往東方和賈卡爾 / 布姆唐的巴士。	巴士全天從區間巴士站河的對岸出發但大多數的巴士會在6時30分或7時30分之間離站尤其是那些前往東方和卡卡爾布姆唐的巴士	巴 士 全 天 從 區 間 巴 士 站 河 的 對 岸 出 發 但 大 多 數 的 巴 士 會 在 06:30 和 07:30 之 間 離 站 尤 其 是 那 些 前 往 東 方 和 賈 卡 爾 / 布 姆 唐 的 巴 士	Buses leave from across the river from the regional bus station all day, but most buses leave between 6:30 and 7:30, especially those that go east and Carcalbum Down.
因此，鉛筆在剛問世時成為了許多人的好朋友。	因此,原不在江民世時成為了許多人的好朋友	因 此 鉛 筆 在 剛 問 世 時 成 為 了 許 多 人 的 好 朋 友	So I became a good friend to many people when I was not in Jiangmen.
植物在自然環境中最美麗了，所以請忍住「只摘一朵就好」的誘惑。	植物在自然環境中最未來了所以請按住紙紮一朵就好得有畫	植 物 在 自 然 環 境 中 最 美 麗 了 所 以 請 忍 住 「只 摘 一 朵 就 好 」的 誘 惑	Plants are the most future-oriented in the natural environment, so you can get a picture of a flower on a piece of paper.
香港島是香港特別行政區之名的由來，也是許多旅客的觀光重點。	香港導致香港特別行政區知名的由來也許許多旅客觀光重點	香 港 島 是 香 港 特 別 行 政 區 之 名 的 由 來 也 是 許 多 旅 客 的 觀 光 重 點	Hong Kong is perhaps the most popular tourist attraction in Hong Kong, as it is known for its special administrative region.
戰爭爆發後不久，英國便開始對德國發起海上封鎖。	戰爭爆發後不久,英國便開始對德國發起海上封鎖	戰 爭 爆 發 後 不 久 英 國 便 開 始 對 德 國 發 起 海 上 封 鎖	Soon after the war broke out, Britain began to impose sea blockades on Germany.
對 Springboks 隊來說，這也終結了五連敗。	對Springbox隊來說是終結了5年	對 springboks 隊 來 說 這 也 終 結 了 五 連 敗	Five years have passed for Springbox.
文明是由一群數量顯著且以協作方式生活與工作的群眾（亦即社會）所共享的獨特文化。	文明是由一群數量顯著且以協助方式生活與工作的群眾,亦即社會所共享的獨特文化。	文 明 是 由 一 群 數 量 顯 著 且 以 協 作 方 式 生 活 與 工 作 的 群 眾 亦 即 社 會 所 共 享 的 獨 特 文 化	Civilization is a group of people who live and work in a significant and collaborative way, a unique culture shared by society.
咖哩是以藥草和香料為底，加上肉類或蔬菜的菜餚。	咖喱是以藥草和香料為底加上肉類或蔬菜的菜油	咖 哩 是 以 藥 草 和 香 料 為 底 加 上 肉 類 或 蔬 菜 的 菜 餚	Curry is a vegetable oil made from meat or vegetables, and is made from herbs and spices.
然而，這些計畫在一夜之間全都報廢了。超過 80 萬名蘇聯紅軍違反《里加和約》、《波蘇互不侵犯協定》和其它雙邊與多邊的國際協定入侵波蘭東部，並在隨後進入白俄羅斯與烏克蘭，形成白俄羅斯與烏克蘭戰線。	然而解釋計劃了一天之間全都報廢了超過80萬名蘇聯紅軍為反李家和約波蘇互不侵犯協定和其他雙邊與多邊的國際協定入侵波蘭東部並在隨後進入白俄羅斯烏克蘭認成白俄羅斯烏克蘭戰線	然 而 這 些 計 畫 在 一 夜 之 間 全 都 報 廢 了 超 過 80 萬 名 蘇 聯 紅 軍 違 反 《里 加 和 約 》、《波 蘇 互 不 侵 犯 協 定 》和 其 它 雙 邊 與 多 邊 的 國 際 協 定 入 侵 波 蘭 東 部 並 在 隨 後 進 入 白 俄 羅 斯 與 烏 克 蘭 形 成 白 俄 羅 斯 與 烏 克 蘭 戰 線	However, the plan was to have over 800,000 Soviet Red Army soldiers disbanded within a day to invade eastern Poland and then enter the Belarusian-Ukrainian front as part of the anti-Li and Yugoslav non-violence agreements and other multilateral agreements.
擁有車子的人變多，也會使道路意外的機率變高，進而使人類發展出修復受傷肢體的新醫護技術。	擁有車子的人變多,也會使道路以外的機率變高,進而使人來發展出修復受傷肢體力新醫護技術。	擁 有 車 子 的 人 變 多 也 會 使 道 路 意 外 的 機 率 變 高 進 而 使 人 類 發 展 出 修 復 受 傷 肢 體 的 新 醫 護 技 術	The increasing number of people with cars will also increase the chances of being off the road, and will allow people to develop new medical technologies to repair injuries and limbs.
格陵蘭島上人煙稀少。在北歐史詩中，紅髮艾瑞克因謀殺被逐出冰島，當他往更遠的西邊去時，發現了格陵蘭島並為它取了這個名字。	格寧蘭島雙人煙氣小,在北歐市鮮中,紅髮艾雷克因謀殺被逐出冰島,當他往近遠的西邊去時,發現了格寧蘭島並為他取了這名字。	格 陵 蘭 島 上 人 煙 稀 少 在 北 歐 史 詩 中 紅 髮 艾 瑞 克 因 謀 殺 被 逐 出 冰 島 當 他 往 更 遠 的 西 邊 去 時 發 現 了 格 陵 蘭 島 並 為 它 取 了 這 個 名 字	In the midst of the northern European city, red-haired Erik was expelled from Iceland for murder, and when he went to the near west, he discovered the island of Gdynia and named it after him.
